,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day128,11.0,2.0,82.0,27.0,3.0,36.0,13.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,68.0,32.0
Day129,12.0,2.0,81.0,66.0,4.0,29.0,8.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,78.0,22.0
Day130,9.0,3.0,73.0,28.0,60.0,35.0,7.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,71.0,29.0
Day131,12.0,1.0,71.0,53.0,2.0,78.0,13.0,9.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,70.0,30.0
Day132,59.0,2.0,71.0,8.0,1.0,33.0,71.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,0.0,68.0,32.0
Day133,18.0,1.0,70.0,13.0,3.0,37.0,14.0,54.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,70.0,30.0
Day134,11.0,2.0,68.0,17.0,2.0,43.0,12.0,20.0,51.0,1.0,3.0,0.0,3.0,5.0,3.0,6.0,3.0,0.0,65.0,35.0
Day135,61.0,6.0,75.0,31.0,3.0,35.0,12.0,7.0,1.0,48.0,5.0,4.0,5.0,1.0,6.0,2.0,5.0,2.0,74.0,26.0
Day136,16.0,3.0,66.0,14.0,5.0,40.0,12.0,57.0,1.0,1.0,52.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,64.0,36.0
Day137,44.0,3.0,65.0,15.0,2.0,40.0,63.0,8.0,2.0,3.0,5.0,52.0,3.0,4.0,3.0,0.0,3.0,1.0,64.0,36.0
Day138,50.0,1.0,72.0,14.0,1.0,37.0,64.0,7.0,2.0,2.0,3.0,1.0,54.0,4.0,3.0,2.0,6.0,5.0,71.0,29.0
Day139,49.0,2.0,72.0,12.0,3.0,38.0,62.0,6.0,5.0,2.0,3.0,3.0,4.0,51.0,0.0,4.0,3.0,7.0,72.0,28.0
Day140,11.0,5.0,87.0,31.0,0.0,39.0,5.0,8.0,2.0,3.0,6.0,2.0,0.0,3.0,51.0,5.0,5.0,4.0,73.0,27.0
Day141,14.0,1.0,75.0,51.0,2.0,73.0,11.0,6.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,56.0,2.0,2.0,71.0,29.0
Day142,14.0,4.0,70.0,47.0,3.0,67.0,12.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,0.0,47.0,3.0,69.0,31.0
Day143,19.0,1.0,68.0,49.0,6.0,69.0,15.0,4.0,1.0,2.0,1.0,0.0,6.0,4.0,3.0,0.0,2.0,52.0,67.0,33.0
Day144,63.0,3.0,74.0,30.0,1.0,34.0,15.0,8.0,1.0,3.0,3.0,6.0,3.0,4.0,4.0,1.0,3.0,2.0,72.0,28.0
Day145,13.0,56.0,80.0,29.0,1.0,31.0,7.0,6.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,77.0,23.0
Day146,14.0,4.0,91.0,28.0,5.0,31.0,12.0,1.0,1.0,3.0,0.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,75.0,25.0
Day147,17.0,2.0,69.0,68.0,0.0,43.0,11.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,8.0,3.0,68.0,32.0
Day148,7.0,1.0,75.0,34.0,53.0,43.0,4.0,11.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,7.0,8.0,73.0,27.0
Day149,17.0,5.0,75.0,58.0,1.0,73.0,13.0,5.0,4.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,3.0,2.0,75.0,25.0
Day150,44.0,5.0,73.0,18.0,2.0,37.0,61.0,7.0,4.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,72.0,28.0
Day151,11.0,5.0,78.0,21.0,3.0,34.0,7.0,51.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,76.0,24.0
Day152,9.0,3.0,72.0,15.0,3.0,40.0,6.0,25.0,58.0,3.0,2.0,0.0,5.0,1.0,4.0,1.0,5.0,1.0,71.0,29.0
Day153,66.0,3.0,64.0,44.0,1.0,47.0,9.0,6.0,1.0,55.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,5.0,61.0,39.0
Day154,15.0,5.0,75.0,15.0,3.0,34.0,11.0,53.0,3.0,2.0,51.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,73.0,27.0
Day155,46.0,3.0,73.0,17.0,5.0,37.0,55.0,8.0,1.0,4.0,4.0,47.0,2.0,2.0,8.0,4.0,1.0,1.0,71.0,29.0
Day156,40.0,2.0,62.0,15.0,3.0,47.0,59.0,6.0,3.0,4.0,2.0,3.0,53.0,1.0,1.0,2.0,1.0,5.0,59.0,41.0
Day157,52.0,1.0,70.0,14.0,3.0,37.0,67.0,4.0,1.0,1.0,0.0,3.0,3.0,53.0,4.0,2.0,4.0,3.0,69.0,31.0
Day158,13.0,6.0,83.0,34.0,4.0,44.0,10.0,6.0,1.0,4.0,4.0,4.0,0.0,4.0,47.0,3.0,3.0,2.0,63.0,37.0
